symptom_description,disease_label
"For the past few days, i have noticed that small cuts and bruises on my skin take an unusually long time to heal, and i feel hungry all the time.",Type 2 Diabetes
"My chest hurts from coughing so forcefully, but I am finally starting to expel some green phlegm. The symptoms are really impacting my daily routine.",Bronchitis
"Recently, i have a dull ache in my left ear and a ringing sound that simply will not stop, making it impossible to focus. It is extremely frustrating to deal with.",Ear Infection
"To be honest, my heart pounds rapidly in my chest for absolutely no reason, and i am gripped by a terror i cannot control. It has been consistently bothering me for several days.",Anxiety Disorder
"My head feels like it is stuffed with cotton, I have a low grade fever, and thick mucus is constantly draining down the back of my throat. I am hoping to find some relief soon.",Sinusitis
"Recently, my vision abruptly became very blurry in my left eye, and i am experiencing a sudden, phenomenally severe headache unlike anything else. I am hoping to find some relief soon.",Stroke
"For the past few days, i am running a high fever and coughing up thick, rust colored phlegm, and my chest hurts with a stabbing pain whenever i inhale. I have never experienced anything exactly like this before.",Pneumonia
"I have fluid filled blisters on one side of my face, accompanied by a mild fever and a deep, burning ache. It has been consistently bothering me for several days.",Shingles
"My skin is wholly covered in blackheads and whiteheads, though I do not feel any physical pain. I am hoping to find some relief soon.",Acne
"I am noticing that i am experiencing a strange craving to chew on ice, accompanied by a constant, lingering fatigue. I am hoping to find some relief soon.",Anaemia
"I am crying frequently for no clear reason, and my appetite has totally disappeared over the last few weeks. The symptoms are really impacting my daily routine.",Depression
"I feel a lot of fluid pressure behind my eardrum, and there is a yellowish discharge leaking out onto my pillow. I do not know what to do about it anymore.",Ear Infection
"Recently, i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over. It has been consistently bothering me for several days.",Chickenpox
"I just lost all physical strength in my left arm and leg out of nowhere, and my balance is totally gone. I have never experienced anything exactly like this before.",Stroke
"It is hard to explain, but i have a dull ache in my left ear and a ringing sound that simply will not stop, making it impossible to focus. I do not know what to do about it anymore.",Ear Infection
"I have a looming sense of dread that follows me everywhere, though there is no logical cause for my panic. I am starting to get very concerned about it.",Anxiety Disorder
"Unfortunately, the pain in my flank comes in intense, agonizing waves, and i noticed my urine was tinged pink with blood this morning. I am starting to get very concerned about it.",Kidney Stones
"Recently, the itching is absolutely unbearable, and i am noticing new red bumps appearing on my legs every few hours. I am hoping to find some relief soon.",Chickenpox
"Lately, i have a stuffy nose and a mild scratchy throat, but i am not running a fever and i can still go to work.",Common Cold
"A tremendously painful, blistering rash has erupted in a band wrapping around the left side of my torso, and the skin feels like it is on fire. I have never experienced anything exactly like this before.",Shingles
"My hands are covered in tiny blisters and the skin is peeling off, which makes washing dishes profoundly painful. It has been consistently bothering me for several days.",Eczema
"Recently, i have a burning sensation in my right eye, and the white part looks very inflamed and raw. I do not know what to do about it anymore.",Conjunctivitis
"Recently, i feel a constant, nagging urgency to use the bathroom, but often i cannot actually pass anything when i try. I am starting to get very concerned about it.",IBS
"Unfortunately, there is a blinding, pulsing pain isolated entirely on the right side of my head, and i absolutely cannot tolerate any bright lights.",Migraine
"My throat is intensely sore, the glands in my neck are swollen to the size of marbles, and I am running a moderate fever. I am hoping to find some relief soon.",Tonsillitis
"I have a looming sense of dread that follows me everywhere, though there is no logical cause for my panic. The symptoms are really impacting my daily routine.",Anxiety Disorder
"For the past few days, my bowel habits are entirely unpredictable, drastically swinging between severe constipation and sudden, urgent diarrhea. The symptoms are really impacting my daily routine.",IBS
"I am noticing that i feel incredibly sick to my stomach, my bowels are totally liquid, and i am running a mild fever.",Gastroenteritis
"For the past few days, my hands are covered in tiny blisters and the skin is peeling off, which makes washing dishes incredibly painful.",Eczema
"Recently, i suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. It is becoming quite difficult to manage.",Heart Attack
"It is hard to explain, but i have noticed that small cuts and bruises on my skin take an unusually long time to heal, and i feel hungry all the time.",Type 2 Diabetes
"To be honest, i have a terrible sore throat, my voice is entirely muffled, and i have awful bad breath that i simply cannot brush away. I have never experienced anything exactly like this before.",Tonsillitis
"For the past few days, i am passing very small amounts of urine frequently, and there is a distinct pinkish hue to it which truly worries me. I am starting to get very concerned about it.",UTI
