symptom_description,disease_label
My lower right side is quite tender and the pain intensifies when I move.,Appendicitis
I feel fairly extreme pressure in my chest along with nausea and cold sweats.,Heart Attack
"I have a somewhat dull, constant pressure headache that wraps around my head.",Tension Headache
I feel a quite tight band squeezing around my forehead and temples.,Tension Headache
The pimples on my face are fairly red and they leave dark marks behind.,Acne
I have clusters of spots on my back and shoulders that are fairly sore.,Acne
I feel fairly discomfort in my pelvis and my urine is very cloudy and dark.,UTI
My stomach is unbearably painful and I have been sick several times since this morning.,Food Poisoning
The pain started near my navel and has moved a little to my lower right side.,Appendicitis
I feel slightly pain and pressure in my lower abdomen and my urine smells strong.,UTI
I have a quite chesty cough and feel short of breath after minimal exertion.,Bronchitis
I have unbearably painful tonsils that are swollen and I can see white patches on them.,Tonsillitis
"I have not had any rash, but I have rather swollen tonsils with white spots and a painful throat.",Tonsillitis
I have unbearably difficulty swallowing and my voice sounds muffled and hoarse.,Tonsillitis
The itching in my nose and eyes is somewhat disruptive and makes it hard to focus.,Allergic Rhinitis
My concentration is slightly poor and I feel mentally slow and unmotivated.,Hypothyroidism
I have unbearably puffiness in my face and around my eyes alongside fatigue.,Hypothyroidism
I have been experiencing severely swelling and tenderness in multiple joints.,Arthritis
I am dealing with slightly bad breakouts on my cheeks and nose recently.,Acne
My throat is raw from coughing and I feel very tightness across my chest.,Bronchitis
I have quite sudden severe headache unlike any I have had before with confusion.,Stroke
"There is no rash so far, but My joints are rather stiff and painful, making movement very hard.",Arthritis
My body aches extremely and I have had a high fever with chills since yesterday.,Influenza
"I have a moderately productive cough, high fever, and feel short of breath at rest.",Pneumonia
I notice the patches on my skin get quite worse in cold or dry weather.,Eczema
I notice my urine looks pink and I have slightly severe cramping in my flank.,Kidney Stones
I feel rather tender when anything presses on my lower right stomach area.,Appendicitis
"My throat is sore, I cannot smell anything, and I feel somewhat tired all the time.",COVID-19
My breathing becomes slightly shallow and rapid when I feel anxious and overwhelmed.,Anxiety Disorder
My head feels mildly heavy and my nose will not stop running.,Common Cold
I have moderately bloating and stomach cramps that come on after eating.,IBS
I feel terribly congested and my throat is scratchy and uncomfortable.,Common Cold
The blisters on my scalp are somewhat painful and I also have a fever.,Chickenpox
My stomach keeps cramping moderately and I have frequent bouts of diarrhoea.,Gastroenteritis
My nose is fairly itchy and I am sneezing constantly throughout the day.,Allergic Rhinitis
I have been going to the toilet severely often and feel pain in my lower abdomen.,UTI
"I feel rather run down with a congested nose, sneezing, and mild headache.",Common Cold
I feel incredibly burning pain along a band on my chest followed by a blistering rash.,Shingles
I am incredibly congested and my voice sounds hoarse from the sore throat.,Common Cold
"I have a moderately sore throat, mild cough, and general feeling of being unwell.",Common Cold
My sinuses feel extremely blocked and I have a scratchy throat and low energy.,Common Cold
"I feel slightly unwell with a high fever, cough, and difficulty breathing properly.",Pneumonia
"I have a noticeably runny nose, sore throat, and feel generally under the weather.",Common Cold
I feel moderately unwell with a painful one-sided rash that runs along my ribcage.,Shingles
I keep getting severely frequent infections and my cuts take much longer to heal.,Type 2 Diabetes
I have noticeably widespread scaly skin patches that flare up under stress.,Psoriasis
I cannot smell or taste anything and I have a slightly headache and fatigue.,COVID-19
I have a slightly slow heart rate and feel cold even when others around me are warm.,Hypothyroidism
The pain in my lower back is severely and it moves toward my groin in waves.,Kidney Stones
I have a incredibly constant ache in my ear that spreads to my jaw and neck.,Ear Infection
I feel mildly nauseous and have a pulsing pain behind one eye with light sensitivity.,Migraine
I feel somewhat feverish and my chest feels tight whenever I try to breathe deeply.,COVID-19
My stomach is pretty tender and I pass gas frequently with bloating and cramps.,IBS
I keep rubbing my eyes because they are incredibly itchy and uncomfortable.,Conjunctivitis
I have been vomiting rather and have quite bad stomach cramps since last night.,Food Poisoning
I have a fairly sudden attack of redness and pain in my foot that came out of nowhere.,Gout
I feel rather exhausted despite sleeping a lot and have no drive to do anything.,Depression
I had zigzag visual disturbances followed by a unbearably pounding one-sided headache.,Migraine
"Both of my eyes are noticeably swollen, red, and produce yellow discharge.",Conjunctivitis
The itching on my skin is very worse at night and keeps me awake.,Eczema
I have gained weight severely without changing my diet and feel very low on energy.,Hypothyroidism
I have very difficulty swallowing and my voice sounds muffled and hoarse.,Tonsillitis
My vision has gone mildly blurry in one eye and one side of my body feels weak.,Stroke
My face has been breaking out rather for several days and the spots are moderately painful.,Acne
The itching on my skin is very worse at night and keeps me awake.,Eczema
"My throat feels pretty raw, my nose keeps running, and I feel tired.",Common Cold
I keep burping and feel a little acidic taste in my mouth after eating.,GERD
"I have no energy, no motivation, and feel incredibly disconnected from everything.",Depression
I have rather frequent headaches and feel flushed in the face most of the day.,Hypertension
My face has been breaking out terribly over the past few hours and the spots are very painful.,Acne
My stomach feels fairly knotted and I feel nauseous when I am anxious.,Anxiety Disorder
"My big toe is quite swollen, red, and so painful I cannot put weight on it.",Gout
"I experience noticeably acid coming up into my throat, especially when lying down.",GERD
"I have a moderately sudden onset of fever, cough, and aching that came on fast.",Influenza
I have a moderately persistent cough that brings up thick yellowish mucus since last night.,Bronchitis
"I feel terribly nauseous, have diarrhoea, and my stomach is cramping extremely badly.",Food Poisoning
I have a fairly constant dull headache behind my eyes and across my temples.,Tension Headache
I feel extremely tender when anything presses on my lower right stomach area.,Appendicitis
My toe joint is unbearably inflamed and even the bed sheets touching it hurts.,Gout
I have been feeling incredibly weak and my nails are brittle and breaking easily.,Hypothyroidism
I feel mildly short of breath and have intense pain spreading across my chest.,Heart Attack
I have been dealing with cystic breakouts under my skin that never fully surface.,Acne
I have a noticeably persistent cough that gets worse at night and in the morning.,Asthma
